type,context,contains_logging
c,cmnnnqn,0
c,cnnnnnnnmmnn,0
c,crdqjnu,0
d,crdq,0
j,crdqjnu,0
c,cm,0
c,cmnn,0
c,cmndunnq,0
d,cmndunn,0
c,cnm,1
c,cdmndmnun,0
d,cdmndmnun,0
d,cdmndmnun,0
c,cmnngplendyjm,0
g,cmnngp,0
l,cmnngplendyjm,0
e,cmnngplendyjm,0
d,cmnngplendy,0
j,cmnngplendyjm,0
c,cegnnkx,0
e,cegnnkx,0
g,cegnn,0
k,cegnnkx,0
c,cdmnnq,0
d,cdmnn,0
c,cqn,0
c,cmnwnqn,0
c,cmwnmn,0
c,cmm,0
c,cqn,0
c,cq,0
c,c,0
c,c,0
c,c,0
c,cm,0
c,crnmnrnmnn,0
c,cmndunq,0
d,cmndun,0
c,cmnq,0
c,cqn,0
c,cmmemndnmmemndnmnqn,0
e,cmmemndn,0
d,cmmemndn,0
e,cmmemndnmmemndn,0
d,cmmemndnmmemndn,0
c,cun,0
c,crrmmddmmnnm,0
d,crrmmddmmnnm,0
d,crrmmddmmnnm,0
c,cun,0
c,cun,0
c,cun,0
c,cqnn,0
c,cun,0
c,cun,0
c,cun,0
c,cun,0
c,cun,0
c,cmrnq,0
c,cq,0
c,cdqnjq,0
d,cdqn,0
j,cdqnjq,0
c,crdqdndmnmnndqdndmjmdnmnnm,0
d,crdq,0
d,crdqdndmnmnndq,0
d,crdqdndmnmnn,0
d,crdqdndmnmnndq,0
d,crdqdndmnmnndqdndmjm,0
d,crdqdndmnmnndqdndm,0
j,crdqdndmnmnndqdndmjm,0
d,crdqdndmnmnndqdndmjmdnmnn,0
c,cmrnq,0
c,cdmjmrnq,0
d,cdm,0
j,cdmjm,0
c,crdmnndndndmndmjdmjmmndqjqn,0
d,crdmnn,0
d,crdmnndndndmn,0
d,crdmnndndndmn,0
d,crdmnndndndmn,0
d,crdmnndndndmndm,0
j,crdmnndndndmndmjdmjm,0
d,crdmnndndndmndmjdm,0
j,crdmnndndndmndmjdmjm,0
d,crdmnndndndmndmjdmjmmndq,0
j,crdmnndndndmndmjdmjmmndqjqn,0
c,cmmnemnddnmjmnmmnemndnmndnmnqn,0
e,cmmnemnddnmjmn,0
d,cmmnemnddnmjmn,0
d,cmmnemnddnm,0
j,cmmnemnddnmjm,0
e,cmmnemnddnmjmnmmnemndn,0
d,cmmnemnddnmjmnmmnemndn,0
d,cmmnemnddnmjmnmmnemndnmndnmn,0
c,cun,0
c,cun,0
c,cun,0
c,cmnngmrnqkmnndnmnmjmun,0
g,cmnngmrnq,0
k,cmnngmrnqkmnndnmnmjmun,0
d,cmnngmrnqkmnndnmnm,0
j,cmnngmrnqkmnndnmnmjm,0
c,cmnmnmnddmmq,0
d,cmnmnmnddmm,0
d,cmnmnmnddm,0
c,cun,0
c,cun,0
c,cun,0
c,cq,0
c,cq,0
c,cun,0
c,cun,0
c,cq,0
c,cun,0
c,cun,0
c,cun,0
c,cq,0
c,cun,0
c,cun,0
c,cq,0
c,cun,0
c,cq,0
c,cq,0
c,cdnundm,0
d,cdnun,0
d,cdnundm,0
c,cq,0
c,cq,0
c,crrdnmmjmmmndmjmddqjdqjqjq,0
d,crrdnmm,0
j,crrdnmmjmm,0
d,crrdnmmjmmmndm,0
j,crrdnmmjmmmndmjm,0
d,crrdnmmjmmmndmjmddqjdqjq,0
d,crrdnmmjmmmndmjmddq,0
j,crrdnmmjmmmndmjmddqjdqjq,0
d,crrdnmmjmmmndmjmddqjdq,0
j,crrdnmmjmmmndmjmddqjdqjq,0
j,crrdnmmjmmmndmjmddqjdqjqjq,0
c,crmndqjq,0
d,crmndq,0
j,crmndqjq,0
c,crrdnmmjmmddqjqjq,0
d,crrdnmm,0
j,crrdnmmjmm,0
d,crrdnmmjmmddqjq,0
d,crrdnmmjmmddq,0
j,crrdnmmjmmddqjq,0
j,crrdnmmjmmddqjqjq,0
c,cqnnn,0
c,crdnmjmmndqjq,0
d,crdnm,0
j,crdnmjm,0
d,crdnmjmmndq,0
j,crdnmjmmndqjq,0
c,cq,0
c,cq,0
c,cmnmnqn,0
c,cmnmn,0
c,cqn,0
c,cq,0
c,cq,0
c,crdm,0
d,crdm,0
c,cq,0
c,cq,0
c,cq,0
c,crrdnmmjmmdqjq,0
d,crrdnmm,0
j,crrdnmmjmm,0
d,crrdnmmjmmdq,0
j,crrdnmmjmmdqjq,0
c,cmnrqn,0
c,cqn,0
c,cqn,0
c,crnq,0
c,crnq,0
c,cmnnqnnn,0
c,crdnqjq,0
d,crdnq,0
j,crdnqjq,0
c,cq,0
c,cq,0
c,cdnqmndnmnqnjq,0
d,cdnq,0
d,cdnqmndnmnqn,0
j,cdnqmndnmnqnjq,0
c,cmnddnmnndnnjunmn,0
d,cmnddnmnndnnjunmn,0
d,cmnddnmnndnnjun,0
d,cmnddnmnndnn,0
j,cmnddnmnndnnjun,0
c,cdnqnjq,0
d,cdnqn,0
j,cdnqnjq,0
c,crmnmdnmq,0
d,crmnmdnm,0
c,cq,0
c,cdqjq,0
d,cdq,0
j,cdqjq,0
c,cm,0
c,cqn,0
c,cqn,0
c,cmnmdmnnimnndnmnnjrjrqn,0
d,cmnmdmnn,0
i,cmnmdmnnimnndnmnnjr,0
d,cmnmdmnnimnndnmnn,0
j,cmnmdmnnimnndnmnnjr,0
j,cmnmdmnnimnndnmnnjrjr,0
c,cqn,0
c,cqn,0
c,cmmfmndsjmnnq,0
f,cmmfmndsjmnn,0
d,cmmfmnds,0
j,cmmfmndsjmnn,0
c,crnnqnnnnn,0
c,cqn,0
c,cmnmnrnmnrnnmnrnqn,0
c,crndnqnninqnninqnninqnnjr,0
d,crndnqnn,0
i,crndnqnninqnn,0
i,crndnqnninqnninqnn,0
i,crndnqnninqnninqnninqnn,0
j,crndnqnninqnninqnninqnnjr,0
c,cdnqnninqnnr,0
d,cdnqnn,0
i,cdnqnninqnn,0
c,cmmnmndnmdmmndnmmnimmnjrjmmnmmndnmmjrndnmmjmnndndmjminminminmjmqn,0
d,cmmnmndnmdmmndnmmnimmnjr,0
d,cmmnmndnmdmmndnmmn,0
d,cmmnmndnmdmmndnmmn,0
i,cmmnmndnmdmmndnmmnimmn,0
j,cmmnmndnmdmmndnmmnimmnjr,0
j,cmmnmndnmdmmndnmmnimmnjrjm,0
d,cmmnmndnmdmmndnmmnimmnjrjmmnmmndnmm,0
j,cmmnmndnmdmmndnmmnimmnjrjmmnmmndnmmjrndnmmjmnndndmjminminminmjm,0
d,cmmnmndnmdmmndnmmnimmnjrjmmnmmndnmmjrndnmm,0
j,cmmnmndnmdmmndnmmnimmnjrjmmnmmndnmmjrndnmmjmnndndmjminminminmjm,0
d,cmmnmndnmdmmndnmmnimmnjrjmmnmmndnmmjrndnmmjmnndndmjm,0
d,cmmnmndnmdmmndnmmnimmnjrjmmnmmndnmmjrndnmmjmnndndm,0
j,cmmnmndnmdmmndnmmnimmnjrjmmnmmndnmmjrndnmmjmnndndmjm,0
i,cmmnmndnmdmmndnmmnimmnjrjmmnmmndnmmjrndnmmjmnndndmjminm,0
i,cmmnmndnmdmmndnmmnimmnjrjmmnmmndnmmjrndnmmjmnndndmjminminm,0
i,cmmnmndnmdmmndnmmnimmnjrjmmnmmndnmmjrndnmmjmnndndmjminminminm,0
j,cmmnmndnmdmmndnmmnimmnjrjmmnmmndnmmjrndnmmjmnndndmjminminminmjm,0
c,cqn,0
c,cmennnnqn,0
e,cmennnn,0
c,cmmmnmnnrnnmfmndnsdnmmnnmnmnmjdntdunmnnmngqnkunnn,0
f,cmmmnmnnrnnmfmndnsdnmmnnmnmnmjdntdunmnn,0
d,cmmmnmnnrnnmfmndns,0
d,cmmmnmnnrnnmfmndnsdnmmnnmnmnm,0
j,cmmmnmnnrnnmfmndnsdnmmnnmnmnmjdntdunmnn,0
d,cmmmnmnnrnnmfmndnsdnmmnnmnmnmjdnt,0
d,cmmmnmnnrnnmfmndnsdnmmnnmnmnmjdntdun,0
g,cmmmnmnnrnnmfmndnsdnmmnnmnmnmjdntdunmnnmngqn,0
k,cmmmnmnnrnnmfmndnsdnmmnnmnmnmjdntdunmnnmngqnkunnn,0
c,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjrmnqnimimnimnimimnndmimjrimjqnq,0
d,cmmmndnndunm,0
d,cmmmndnndun,0
d,cmmmndnndunmdnnm,0
d,cmmmndnndunmdnnmmdmenndtnmn,0
e,cmmmndnndunmdnnmmdmenndtn,0
d,cmmmndnndunmdnnmmdmenndt,0
j,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjrmnqnimimnimnimimnndmimjrimjqn,0
d,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjrmnqn,0
d,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdm,0
i,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmim,0
j,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjr,0
i,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjrmnqnim,0
i,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjrmnqnimimn,0
i,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjrmnqnimimnimn,0
i,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjrmnqnimimnimnim,0
i,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjrmnqnimimnimnimimnndmimjr,0
d,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjrmnqnimimnimnimimnndm,0
i,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjrmnqnimimnimnimimnndmim,0
j,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjrmnqnimimnimnimimnndmimjr,0
i,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjrmnqnimimnimnimimnndmimjrim,0
j,cmmmndnndunmdnnmmdmenndtnmnjmndmnmdmimjrmnqnimimnimnimimnndmimjrimjqn,0
c,cmmmmndqmfmnnnmmndnnqn,0
d,cmmmmndq,0
f,cmmmmndqmfmnnnmmn,0
d,cmmmmndqmfmnnnmmndnn,0
c,cdunjunn,0
d,cdun,0
j,cdunjunn,0
c,cn,0
c,cn,0
c,cn,0
c,cmmmdmmmndmnqmfmnnmndnnmmndnnmnnq,0
d,cmmmdmmmn,0
d,cmmmdmmmndmnq,0
f,cmmmdmmmndmnqmfmnnmndnnmmn,0
d,cmmmdmmmndmnqmfmnnmndnn,0
d,cmmmdmmmndmnqmfmnnmndnnmmndnn,0
c,cmnmnmn,0
c,cq,0
c,crnrnrnddmnqjuidmnqjujun,0
d,crnrnrnddmnqju,0
d,crnrnrnddmnq,0
j,crnrnrnddmnqju,0
i,crnrnrnddmnqjuidmnqju,0
d,crnrnrnddmnqjuidmnq,0
j,crnrnrnddmnqjuidmnqju,0
j,crnrnrnddmnqjuidmnqjujun,0
c,crrmmmdnnnqnjqn,0
d,crrmmmdnnnqn,0
j,crrmmmdnnnqnjqn,0
c,cdnmmnmnmnmnmqjq,0
d,cdnmmnmnmnmnmq,0
j,cdnmmnmnmnmnmqjq,0
c,ccednqqmednnnq,0
c,cednqq,0
e,cednq,0
d,cednq,0
e,ccednqqmednnn,0
d,ccednqqmednnn,0
c,cednqq,0
e,cednq,0
d,cednq,0
c,cq,0
c,cqn,0
c,cdnqqn,0
d,cdnq,0
c,cq,0
c,cq,0
c,cq,0
c,cdnqninqnnninqjq,0
d,cdnqn,0
i,cdnqninqnnn,0
i,cdnqninqnnninq,0
j,cdnqninqnnninqjq,0
c,cdnqjqn,0
d,cdnq,0
j,cdnqjqn,0
c,cdunmdnmindmnnjmindmnnnmnjmnindunmnqnnjrqn,0
d,cdun,0
d,cdunmdnm,0
i,cdunmdnmindmnnjm,0
d,cdunmdnmindmnn,0
j,cdunmdnmindmnnjm,0
i,cdunmdnmindmnnjmindmnnnmnjmn,0
d,cdunmdnmindmnnjmindmnnnmn,0
j,cdunmdnmindmnnjmindmnnnmnjmn,0
i,cdunmdnmindmnnjmindmnnnmnjmnindunmnqnn,0
d,cdunmdnmindmnnjmindmnnnmnjmnindun,0
j,cdunmdnmindmnnjmindmnnnmnjmnindunmnqnnjr,0
c,cmnnq,0
c,cq,0
c,cq,0
c,cqnn,0
c,cq,0
c,cq,0
c,cmqnn,0
c,ccdqjqcdnqinqinqjqqnn,0
c,cdqjq,0
d,cdq,0
j,cdqjq,0
c,cdnqinqinqjq,0
d,cdnq,0
i,cdnqinq,0
i,cdnqinqinq,0
j,cdnqinqinqjq,0
c,cdqjq,0
d,cdq,0
j,cdqjq,0
c,cdnqinqinqjq,0
d,cdnq,0
i,cdnqinq,0
i,cdnqinqinq,0
j,cdnqinqinqjq,0
c,cmmdqinqninmnnqinmenmnmnnqninqninqninqnnnjr,0
d,cmmdq,0
i,cmmdqinqn,0
i,cmmdqinqninmnnq,0
i,cmmdqinqninmnnqinmenmnmnnqn,0
e,cmmdqinqninmnnqinmenmnmnn,0
i,cmmdqinqninmnnqinmenmnmnnqninqn,0
i,cmmdqinqninmnnqinmenmnmnnqninqninqn,0
i,cmmdqinqninmnnqinmenmnmnnqninqninqninqnnn,0
j,cmmdqinqninmnnqinmenmnmnnqninqninqninqnnnjr,0
c,crmndunjq,0
d,crmndun,0
j,crmndunjq,0
c,cdnunqn,0
d,cdnun,0
c,cdndmnn,0
d,cdndmnn,0
d,cdndmnn,0
c,cmnqn,0
c,cmm,0
c,cmnmnmnnndnmnmnnnmnmnmnmndnmnq,0
d,cmnmnmnnndn,0
d,cmnmnmnnndnmnmnnnmnmnmnmndnmn,0
c,cmnrnq,0
c,cmegmnkmdnmmnmnminmmmjmunrnmnq,0
e,cmegmnkmdnmmnmnminmmmjmunrnmn,0
g,cmegmn,0
k,cmegmnkmdnmmnmnminmmmjmun,0
d,cmegmnkmdnmmnmnm,0
i,cmegmnkmdnmmnmnminmmm,0
j,cmegmnkmdnmmnmnminmmmjm,0
c,cmnnnnnnnnnnnnq,0
c,cp,0
c,cmmmmmmmmm,0
c,cq,0
c,cgnmnmnmnmnrnmnqlnn,0
g,cgnmnmnmnmnrnmnq,0
l,cgnmnmnmnmnrnmnqlnn,0
c,cdrn,0
d,cd,1
c,c,0
c,cmmmmmmmmmm,0
c,cdqnq,0
d,cdqn,0
c,cmnrdnnjmnngnmnmnmnlnnq,0
d,cmnrdnn,0
j,cmnrdnnjmn,0
g,cmnrdnnjmnngnmnmnmn,0
l,cmnrdnnjmnngnmnmnmnlnn,0
c,cdrn,0
d,cd,1
c,c,0
c,cndn,0
d,cndn,0
c,cn,0
c,cnmnn,0
c,cnmfnnmnnmdunnq,0
f,cnmfnnmnnm,0
d,cnmfnnmnnmdunn,0
c,crnrrrrnnmnrnnrnnrnnn,0
c,cdnmmdnmjeq,0
d,cdnm,0
d,cdnmmdnm,0
j,cdnmmdnmje,0
e,cdnmmdnmje,0
c,cnndnmdnmndnmmmnmnmndmhnnnnmnmnmnmnnmnmngnnmnndmjmndnnhnmnmndrnnennnqln,0
d,cnndnm,0
d,cnndnmdnmn,0
d,cnndnmdnmndnm,0
d,cnndnmdnmndnmmmnmnmndmhnnnn,0
h,cnndnmdnmndnmmmnmnmndmhnnnn,0
g,cnndnmdnmndnmmmnmnmndmhnnnnmnmnmnmnnmnmngnnmnndmjmndnnhnmnmndrnnennnq,0
d,cnndnmdnmndnmmmnmnmndmhnnnnmnmnmnmnnmnmngnnmnndm,0
j,cnndnmdnmndnmmmnmnmndmhnnnnmnmnmnmnnmnmngnnmnndmjmndn,0
d,cnndnmdnmndnmmmnmnmndmhnnnnmnmnmnmnnmnmngnnmnndmjmndn,0
h,cnndnmdnmndnmmmnmnmndmhnnnnmnmnmnmnnmnmngnnmnndmjmndnnhnmnmn,0
d,cnndnmdnmndnmmmnmnmndmhnnnnmnmnmnmnnmnmngnnmnndmjmndnnhnmnmndrnnennn,0
e,cnndnmdnmndnmmmnmnmndmhnnnnmnmnmnmnnmnmngnnmnndmjmndnnhnmnmndrnnennn,0
l,cnndnmdnmndnmmmnmnmndmhnnnnmnmnmnmnnmnmngnnmnndmjmndnnhnmnmndrnnennnqln,0
c,cmhnmnmnnnrq,0
h,cmhnmnmnnnr,0
c,cdmjmqn,0
d,cdm,0
j,cdmjm,0
c,cgmnmnmnnnmnnnddndunqkdmnnu,0
g,cgmnmnmnnnmnnnddndunq,0
d,cgmnmnmnnnmnnnddndun,0
d,cgmnmnmnnnmnnnddn,0
d,cgmnmnmnnnmnnnddndun,0
k,cgmnmnmnnnmnnnddndunqkdmnnu,0
d,cgmnmnmnnnmnnnddndunqkdmnn,0
c,cqnn,0
c,cmnmnmnnnmndnnnnr,0
d,cmnmnmnnnmndnnnnr,0
c,cmnnmnndnnnendnn,0
d,cmnnmnndnnn,0
e,cmnnmnndnnnendnn,0
d,cmnnmnndnnnendnn,0
c,cmnmndnnnnnnr,0
d,cmnmndnnnnnnr,0
c,cq,0
c,cmnndqmnrn,0
d,cmnndq,0
c,cmnmnr,0
c,cmnmnr,0
c,cdnnmnmnr,0
d,cdnn,0
c,cmnmnerrn,0
e,cmnmner,0
c,cdnnmnmnerrn,0
d,cdnn,0
e,cdnnmnmner,0
c,crnmndnmnrrrjhn,0
d,crnmndnmnrrr,0
j,crnmndnmnrrrjhn,0
h,crnmndnmnrrrjhn,0
c,cmnmnrr,0
c,cmnmnr,0
c,cmnmnr,0
c,cnn,0
c,cnn,0
c,cx,0
c,ccqq,0
c,cq,0
c,cq,0
c,cnn,0
c,cnn,0
c,chnnhnx,0
h,chnnhnx,0
h,chnnhnx,0
c,cnn,0
c,chnnn,0
h,chnnn,0
c,cnn,0
c,cmmnnmmnnhrrnenmrrn,0
h,cmmnnmmnnhrrnenmrrn,0
e,cmmnnmmnnhrrnenmrrn,0
c,cmmnmmhrrnenmrrn,0
h,cmmnmmhrrnenmrrn,0
e,cmmnmmhrrnenmrrn,0
c,cmcqmncqnhrmrnr,0
c,cq,0
c,cq,0
h,cmcqmncqnhrmrnr,0
c,cq,0
c,cq,0
c,cmmnnmnmmmnhmrmnrnmnrrrnernmrnenrrnnrn,0
h,cmmnnmnmmmnhmrmnrnmnrrrnernmrnenrrnn,0
e,cmmnnmnmmmnhmrmnrnmnrrrnern,0
e,cmmnnmnmmmnhmrmnrnmnrrrnernmrnenrrnn,0
c,cmnhrmrnrrrrrn,0
h,cmnhrmrnrrrrrn,0
c,cmnmnmhrrmnmrnmnrrnenmmnmrrrrrnmnmnnrn,0
h,cmnmnmhrrmnmrnmnrrnenmmnmrrrrrnmnmnnrn,0
e,cmnmnmhrrmnmrnmnrrnenmmnmrrrrrnmnmnnrn,0
c,cmnnmnmmnnhrrnenmrrn,0
h,cmnnmnmmnnhrrnenmrrn,0
e,cmnnmnmmnnhrrnenmrrn,0
c,cq,0
c,cq,0
c,ccqq,0
c,cq,0
c,cq,0
c,cmmnmnmnrnnnn,0
c,cmmnmnmnrnmnmnnnnnnn,0
c,cmmnmnmnrnnnnnnn,0
c,cmmmnmnmnrnmnnnnnnmnmmnnnnnnnn,0
c,cdnnunmmnn,0
d,cdnnun,0
c,c,0
c,c,0
c,cqnn,0
c,c,0
c,c,0
c,c,0
c,c,0
c,cqn,0
c,cqn,0
c,cmmnmndndmndmn,0
d,cmmnmndn,0
d,cmmnmndndmndmn,0
d,cmmnmndndmndm,0
c,cqn,0
c,cmdnndnndnnq,0
d,cmdnndnn,0
d,cmdnndnn,0
d,cmdnndnndnn,0
c,cmenmndntdnmnnmnmnnndnundnunmmnmndnmjsdmq,0
e,cmenmndntdnmnnmnmnnndnundnunmmnmndnmjs,0
d,cmenmndnt,0
d,cmenmndntdnmnnmnmnnndnundnunmmnmndnm,0
d,cmenmndntdnmnnmnmnnndnun,0
d,cmenmndntdnmnnmnmnnndnundnun,0
d,cmenmndntdnmnnmnmnnndnundnunmmnmndnm,0
j,cmenmndntdnmnnmnmnnndnundnunmmnmndnmjs,0
d,cmenmndntdnmnnmnmnnndnundnunmmnmndnmjsdm,0
c,cm,0
c,c,0
c,c,0
c,c,0
c,c,0
c,c,0
c,cmndmmmdnennnnndqednnqq,0
d,cmndmmmdnennnnndqednnq,0
d,cmndmmmdnennnnn,0
e,cmndmmmdnennnnn,0
d,cmndmmmdnennnnndq,0
e,cmndmmmdnennnnndqednnq,0
d,cmndmmmdnennnnndqednnq,0
c,cdnmmnmjmndnmnjmmnmednnnq,0
d,cdnmmnm,0
j,cdnmmnmjmndnmnjmmn,0
d,cdnmmnmjmndnmn,0
j,cdnmmnmjmndnmnjm,0
e,cdnmmnmjmndnmnjmmnmednnn,0
d,cdnmmnmjmndnmnjmmnmednnn,0
c,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnnjdnenmndnnninrnenngmdnnnnknnjrnq,0
c,cdnqjq,0
d,cdnq,0
j,cdnqjq,0
d,ccdnqjqdq,0
i,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnnjdnenmndnnninrnenngmdnnnnknn,0
d,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmn,0
g,ccdnqjqdqinmdnnmgmn,0
k,ccdnqjqdqinmdnnmgmnkm,0
d,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnm,0
d,ccdnqjqdqinmdnnmgmnkmddnmn,0
j,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnm,0
d,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnn,0
j,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjm,0
j,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnnjdnenmndnnninrnenngmdnnnnknn,0
d,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnn,0
j,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnnjdnenmndnnninrnenngmdnnnnknn,0
d,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnnjdnenmndnnn,0
e,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnnjdnenmndnnn,0
d,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnnjdnenmndnnn,0
i,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnnjdnenmndnnninrnenngmdnnnnknn,0
e,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnnjdnenmndnnninrnenngmdnnnnknn,0
g,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnnjdnenmndnnninrnenngmdnnnn,0
d,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnnjdnenmndnnninrnenngmdnnnn,0
k,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnnjdnenmndnnninrnenngmdnnnnknn,0
j,ccdnqjqdqinmdnnmgmnkmddnmnjdnmnnmjmnjmndmmmnmnnjdnenmndnnninrnenngmdnnnnknnjrn,0
c,cdnqjq,0
d,cdnq,0
j,cdnqjq,0
c,cmnmndmjmmnmnmdmmjmdmjmmnmdemdnnmiemdnmnmndnnminnmnmq,0
d,cmnmndm,0
j,cmnmndmjm,0
d,cmnmndmjmmnmnmdmm,0
j,cmnmndmjmmnmnmdmmjmdmjm,0
d,cmnmndmjmmnmnmdmmjmdm,0
j,cmnmndmjmmnmnmdmmjmdmjm,0
d,cmnmndmjmmnmnmdmmjmdmjmmnmdemdnnm,0
e,cmnmndmjmmnmnmdmmjmdmjmmnmdemdnnm,0
d,cmnmndmjmmnmnmdmmjmdmjmmnmdemdnn,0
i,cmnmndmjmmnmnmdmmjmdmjmmnmdemdnnmiemdnmnmndnnminnmn,0
e,cmnmndmjmmnmnmdmmjmdmjmmnmdemdnnmiemdnmnmndnnminnmn,0
d,cmnmndmjmmnmnmdmmjmdmjmmnmdemdnnmiemdnmnmndnnminnmn,0
d,cmnmndmjmmnmnmdmmjmdmjmmnmdemdnnmiemdnmnmndnnm,0
i,cmnmndmjmmnmnmdmmjmdmjmmnmdemdnnmiemdnmnmndnnminnm,0
c,cwmnmnnmdnmjmmmndrmnmjmnmdmmgmnmnkxmnnqn,0
d,cwmnmnnmdnm,0
j,cwmnmnnmdnmjmm,0
d,cwmnmnnmdnmjmmmndrmnm,0
j,cwmnmnnmdnmjmmmndrmnmjmnmdmmgmnmnkxmnn,0
d,cwmnmnnmdnmjmmmndrmnmjmnmdmmgmnmnkx,0
g,cwmnmnnmdnmjmmmndrmnmjmnmdmmgmnmn,0
k,cwmnmnnmdnmjmmmndrmnmjmnmdmmgmnmnkx,0
c,cmmmndqnjmndqnjun,0
d,cmmmndqn,0
j,cmmmndqnjmndqnjun,0
d,cmmmndqnjmndqn,0
j,cmmmndqnjmndqnjun,0
c,c,0
c,c,0
c,c,0
c,c,0
c,c,0
c,c,0
c,cun,0
c,c,0
c,cmnrrenn,0
e,cmnrrenn,0
c,cun,0
c,cun,0
c,cmnnpn,0
c,ccmnmmmmmmmnmqq,0
c,cmnmmmmmmmnmq,0
c,cmnmmmmmmmnmq,0
c,ccmnmmmmmmqq,0
c,cmnmmmmmmq,0
c,cmnmmmmmmq,0
c,cmmndnmnmnnnmfmndnmjn,1
d,cmmndn,1
f,cmmndnmnmnnnmfmndnmjn,0
d,cmmndnmnmnnnmfmndnm,0
j,cmmndnmnmnnnmfmndnmjn,1
c,cmnnhnnmnnhnnmnnemnmnnm,0
h,cmnnhnnmnn,0
h,cmnnhnnmnnhnnmnnemn,0
e,cmnnhnnmnnhnnmnnemn,0
c,cmnnmnnrn,0
c,cmnnrn,0
c,cmnnwnnmnnrn,0
c,cmnnhnnmnnhnnmnnhnnmnnhnnmnnedmnemnmnmnnmnnenmnmnnmnn,0
h,cmnnhnnmnn,0
h,cmnnhnnmnnhnnmnn,0
h,cmnnhnnmnnhnnmnnhnnmnn,0
h,cmnnhnnmnnhnnmnnhnnmnnhnnmnnedmnemnmn,0
e,cmnnhnnmnnhnnmnnhnnmnnhnnmnnedmn,0
d,cmnnhnnmnnhnnmnnhnnmnnhnnmnnedmn,0
e,cmnnhnnmnnhnnmnnhnnmnnhnnmnnedmnemnmn,0
e,cmnnhnnmnnhnnmnnhnnmnnhnnmnnedmnemnmnmnnmnnen,0
c,cen,0
e,cen,0
c,cqn,0
c,crnmnmenmmnmmnmnnmnmnmnmnnq,0
e,crnmnmenmmnmmnmnnmnmnmnmnn,0
c,cmnmnmnnmedmsmmnnnmnnmnnnmnnnmnnmnnn,0
e,cmnmnmnnmedms,0
d,cmnmnmnnmedms,0
c,cmnmnmnmnnmnneedmmnnnsmnnmnmnnmnnnn,0
e,cmnmnmnmnnmnneedmmnnns,0
e,cmnmnmnmnnmnneedmmnnns,0
d,cmnmnmnmnnmnneedmmnnns,0
c,cmmnnmnmnnmnnnn,0
c,cmnnmnmnnmnnnn,0
c,cmnemmnnmnnmnmnnn,0
e,cmnem,0
c,chnhnmmnmnnmnmnnnmnnnn,0
h,chnhnmmnmnnmnmnnnmnnnn,0
h,chnhnmmnmnnmnmnnnmnnnn,0
c,cmnmmnmnmmnmnnmmmmnmnnnnn,0
c,cmnmmnmnmmnmnnmmmmnmnnnnn,0
c,cmnmmnmnmmnmnnmnmnnnnn,0
c,cmnmmnmnmmnmnnmnnmnnmmmemnnnnmnnnnn,0
e,cmnmmnmnmmnmnnmnnmnnmmmemnnnnmnnnnn,0
c,cmnmmnmnmmnmnnenmnnmenmnnmmmmemnnnnmnnnnn,0
e,cmnmmnmnmmnmnnen,0
e,cmnmmnmnmmnmnnenmnnmen,0
